"Image","Label1","Label2","Label3","Llama 8B","Llama 36B","Vicuna 8B"
"2023:06","Label1_value3","Label2_value2","Label3_value1","96.8917","97.1026","90.3704"
"2023:02","Label1_value3","Label2_value1","Label3_value2","96.7792","97.1638","90.4031"
"2023:06","Label1_value1","Label2_value2","Label3_value1","96.8191","97.1880","90.3675"
"2023:08","Label1_value1","Label2_value2","Label3_value1","96.8575","97.1496","90.3989"
"2023:06","Label1_value1","Label2_value2","Label3_value2","96.9473","97.1695","90.3689"
"2023:08","Label1_value2","Label2_value1","Label3_value1","96.7536","97.1795","90.3647"
"2023:06","Label1_value3","Label2_value1","Label3_value1","96.8960","97.0798","91.3462"
"2024:02","Label1_value2","Label2_value1","Label3_value4","96.6610","97.2037","91.1068"
"2023:08","Label1_value2","Label2_value1","Label3_value4","96.8775","97.2094","90.3689"
"2023:08","Label1_value1","Label2_value2","Label3_value2","96.7621","97.1553","90.3974"
"2024:02","Label1_value1","Label2_value1","Label3_value1","96.8319","97.1838","90.5285"
"2023:02","Label1_value3","Label2_value1","Label3_value3","96.8148","97.1823","90.4316"
"2023:08","Label1_value1","Label2_value2","Label3_value3","96.6154","97.1866","90.5541"
"2024:02","Label1_value2","Label2_value2","Label3_value4","96.7179","97.1595","90.5342"
"2023:06","Label1_value2","Label2_value1","Label3_value4","96.9003","97.1510","90.3960"
"2023:02","Label1_value1","Label2_value2","Label3_value4","96.6125","97.2279","90.5171"
"2023:02","Label1_value1","Label2_value2","Label3_value3","96.8276","97.1795","90.3675"
"2023:08","Label1_value1","Label2_value1","Label3_value2","96.7379","97.1026","90.3789"
"2023:06","Label1_value2","Label2_value1","Label3_value1","96.8034","97.2037","90.3689"
"2023:06","Label1_value1","Label2_value1","Label3_value1","96.3561","97.1880","90.5228"
"2023:02","Label1_value3","Label2_value1","Label3_value1","96.7179","97.1752","90.5370"
"2024:02","Label1_value3","Label2_value2","Label3_value4","96.7707","97.1952","90.3875"
"2023:02","Label1_value2","Label2_value2","Label3_value1","96.9131","97.1140","90.4316"
"2023:08","Label1_value2","Label2_value2","Label3_value4","96.9088","97.1952","90.3775"
"2023:08","Label1_value2","Label2_value1","Label3_value2","96.7123","97.1068","90.3632"
"2023:06","Label1_value3","Label2_value2","Label3_value2","96.8761","97.1766","90.4017"
"2023:02","Label1_value1","Label2_value1","Label3_value1","96.9373","97.1738","90.3547"
"2023:06","Label1_value3","Label2_value2","Label3_value2","96.9345","97.1667","90.3846"
"2023:08","Label1_value1","Label2_value1","Label3_value4","96.6695","97.1895","90.3946"
"2024:02","Label1_value2","Label2_value2","Label3_value3","96.7607","97.1966","90.6809"
"2024:02","Label1_value1","Label2_value1","Label3_value2","96.8319","97.1695","90.3746"
"2023:02","Label1_value2","Label2_value1","Label3_value4","96.6097","97.1538","90.9972"
"2023:08","Label1_value3","Label2_value1","Label3_value4","96.9644","97.1624","90.3590"
"2023:02","Label1_value3","Label2_value1","Label3_value1","96.9131","97.2379","90.5142"
"2023:02","Label1_value3","Label2_value2","Label3_value1","96.3006","97.1909","90.3704"
"2023:06","Label1_value1","Label2_value2","Label3_value3","96.9088","97.0655","90.3704"
"2023:02","Label1_value1","Label2_value2","Label3_value4","96.8618","97.1937","90.5142"
"2023:08","Label1_value2","Label2_value1","Label3_value4","96.8932","97.1895","90.3960"
"2023:06","Label1_value1","Label2_value1","Label3_value3","96.3433","97.2037","90.6467"
"2023:08","Label1_value3","Label2_value1","Label3_value2","96.9274","97.2179","90.3946"
"2023:08","Label1_value3","Label2_value2","Label3_value4","96.8661","97.1453","90.3946"
"2024:02","Label1_value3","Label2_value2","Label3_value4","96.8860","97.1553","90.3661"
"2023:08","Label1_value3","Label2_value1","Label3_value2","96.7934","97.2365","90.4373"
"2023:02","Label1_value2","Label2_value2","Label3_value4","96.8989","97.1809","90.9986"
"2023:02","Label1_value3","Label2_value2","Label3_value3","96.8519","97.1752","90.3604"
"2024:02","Label1_value3","Label2_value1","Label3_value1","96.9359","97.1610","90.3960"
"2023:06","Label1_value3","Label2_value2","Label3_value3","96.9017","97.1467","90.4687"
"2023:06","Label1_value2","Label2_value1","Label3_value2","96.9786","97.2222","90.4288"
"2023:02","Label1_value1","Label2_value2","Label3_value4","96.8519","97.1439","90.4188"
"2023:08","Label1_value2","Label2_value1","Label3_value3","96.8162","97.1681","90.4160"
"2023:06","Label1_value2","Label2_value2","Label3_value2","96.7821","97.1054","90.3989"
"2023:06","Label1_value3","Label2_value2","Label3_value3","96.8533","97.2137","90.3846"
"2023:06","Label1_value1","Label2_value1","Label3_value2","96.9017","97.2094","91.3376"
"2023:08","Label1_value2","Label2_value2","Label3_value3","96.9330","97.1738","91.3376"
"2024:02","Label1_value3","Label2_value1","Label3_value4","96.8162","97.2322","90.3761"
"2023:02","Label1_value1","Label2_value2","Label3_value4","96.8490","97.1880","90.3447"
"2024:02","Label1_value2","Label2_value1","Label3_value3","96.9046","97.2179","90.5014"
"2023:02","Label1_value2","Label2_value1","Label3_value4","96.8917","97.0755","90.5256"
"2023:06","Label1_value1","Label2_value1","Label3_value4","96.9558","97.2137","90.3946"
"2024:02","Label1_value2","Label2_value2","Label3_value4","96.8419","97.2123","90.3433"
"2023:08","Label1_value2","Label2_value1","Label3_value2","96.5983","97.1823","90.5271"
"2023:02","Label1_value3","Label2_value1","Label3_value4","96.9573","97.1952","90.5783"
"2023:02","Label1_value3","Label2_value2","Label3_value4","96.9202","97.1553","90.4316"
"2023:06","Label1_value1","Label2_value1","Label3_value3","96.8519","97.2023","90.3647"
"2024:02","Label1_value3","Label2_value2","Label3_value3","96.9601","97.2094","90.3917"
"2023:02","Label1_value1","Label2_value1","Label3_value4","96.9416","97.1838","90.9929"
"2023:06","Label1_value1","Label2_value2","Label3_value4","96.8689","97.1923","90.3433"
"2024:02","Label1_value1","Label2_value1","Label3_value4","96.9444","97.1581","90.3476"
"2024:02","Label1_value2","Label2_value2","Label3_value2","96.9601","97.1766","90.3832"
"2023:02","Label1_value3","Label2_value2","Label3_value1","96.9245","97.2379","90.6296"
"2023:06","Label1_value3","Label2_value2","Label3_value3","96.7949","97.2293","90.3946"
"2024:02","Label1_value1","Label2_value1","Label3_value2","96.9758","97.2293","90.3661"
"2023:02","Label1_value2","Label2_value2","Label3_value4","96.9274","97.2094","90.4801"
"2023:08","Label1_value1","Label2_value2","Label3_value3","96.7963","97.2066","90.4330"
"2023:06","Label1_value3","Label2_value2","Label3_value2","96.9687","97.1681","91.2635"
"2023:06","Label1_value3","Label2_value2","Label3_value2","96.9302","97.2322","90.7977"
"2023:06","Label1_value3","Label2_value2","Label3_value1","96.7108","97.2265","90.3917"
"2024:02","Label1_value3","Label2_value2","Label3_value3","96.7635","97.2023","90.3917"
"2023:08","Label1_value1","Label2_value2","Label3_value3","96.8048","97.2066","90.3789"
"2023:06","Label1_value3","Label2_value1","Label3_value3","96.8803","97.1681","90.5000"
"2023:06","Label1_value1","Label2_value1","Label3_value4","96.8661","97.1168","91.2920"
"2024:02","Label1_value2","Label2_value1","Label3_value2","96.9188","97.2037","90.3447"
"2023:08","Label1_value3","Label2_value2","Label3_value4","96.9473","97.1823","90.3675"
"2023:02","Label1_value3","Label2_value2","Label3_value3","96.9843","97.0883","90.3561"
"2023:06","Label1_value3","Label2_value2","Label3_value4","96.9231","97.2521","91.3305"
"2023:06","Label1_value3","Label2_value1","Label3_value3","96.8675","97.2365","90.7778"
"2023:02","Label1_value1","Label2_value2","Label3_value1","96.9359","97.1838","90.3889"
"2023:08","Label1_value3","Label2_value1","Label3_value2","96.8618","97.1182","90.6624"
"2024:02","Label1_value3","Label2_value2","Label3_value1","96.9501","97.1909","90.3903"
"2023:06","Label1_value2","Label2_value2","Label3_value2","96.9003","97.2108","90.3376"
"2024:02","Label1_value1","Label2_value1","Label3_value3","96.9031","97.1781","90.3889"
"2024:02","Label1_value2","Label2_value2","Label3_value1","96.9245","97.1439","90.3405"
"2023:02","Label1_value2","Label2_value1","Label3_value3","96.8120","97.2123","90.4231"
"2023:08","Label1_value2","Label2_value1","Label3_value1","96.9231","97.1752","90.3903"
"2023:02","Label1_value2","Label2_value2","Label3_value2","96.6667","97.2037","90.3291"
"2023:06","Label1_value2","Label2_value2","Label3_value1","96.8818","97.1866","90.4430"
"2023:02","Label1_value2","Label2_value2","Label3_value1","96.9473","97.2123","90.3362"
"2023:06","Label1_value2","Label2_value1","Label3_value4","96.8575","97.2322","90.4302"
"2023:02","Label1_value2","Label2_value2","Label3_value4","96.8946","97.1097","90.4302"
"2023:06","Label1_value3","Label2_value1","Label3_value4","96.8305","97.2393","90.4886"
"2023:02","Label1_value1","Label2_value2","Label3_value2","96.8419","97.2564","90.3889"
"2023:02","Label1_value1","Label2_value2","Label3_value1","96.9601","97.2422","90.9444"
"2023:08","Label1_value1","Label2_value1","Label3_value2","96.9046","97.1738","90.3419"
"2023:08","Label1_value3","Label2_value1","Label3_value3","96.9530","97.2208","90.3903"
"2023:02","Label1_value1","Label2_value2","Label3_value2","96.7892","97.1467","90.3932"
"2023:06","Label1_value3","Label2_value2","Label3_value1","96.9872","97.2578","90.3903"
"2023:06","Label1_value3","Label2_value2","Label3_value1","96.9715","97.1638","90.3205"
"2023:06","Label1_value3","Label2_value2","Label3_value3","96.9886","97.2393","90.5926"
"2023:08","Label1_value1","Label2_value2","Label3_value1","96.9957","97.1339","90.3590"
"2023:02","Label1_value1","Label2_value1","Label3_value4","96.9444","97.2664","90.3889"
"2023:06","Label1_value1","Label2_value1","Label3_value3","96.2208","97.2251","90.3903"
"2023:02","Label1_value1","Label2_value1","Label3_value1","96.9658","97.2365","90.3917"
"2023:08","Label1_value2","Label2_value2","Label3_value4","96.9473","97.2037","90.4259"
"2024:02","Label1_value2","Label2_value2","Label3_value2","96.9715","97.2436","90.6624"
"2023:06","Label1_value1","Label2_value2","Label3_value1","96.9487","97.0698","90.3561"
"2023:02","Label1_value2","Label2_value1","Label3_value4","96.8775","97.2379","90.3419"
"2023:08","Label1_value3","Label2_value1","Label3_value2","96.6937","97.2350","90.3276"
"2023:06","Label1_value1","Label2_value1","Label3_value2","96.9402","97.1610","90.4117"
"2023:06","Label1_value2","Label2_value1","Label3_value2","96.7963","97.2493","90.6182"
"2023:02","Label1_value2","Label2_value2","Label3_value3","96.8818","97.2023","90.9615"
"2023:02","Label1_value2","Label2_value2","Label3_value2","96.6553","97.1994","90.3903"
"2024:02","Label1_value3","Label2_value1","Label3_value3","96.7749","97.2080","90.7607"
"2023:08","Label1_value3","Label2_value2","Label3_value4","96.9872","97.1923","90.3234"
"2024:02","Label1_value3","Label2_value1","Label3_value2","96.9886","97.2080","90.4117"
"2024:02","Label1_value1","Label2_value2","Label3_value4","96.6353","97.1083","90.3291"
"2023:06","Label1_value3","Label2_value2","Label3_value3","96.9231","97.2350","90.4772"
"2023:02","Label1_value2","Label2_value2","Label3_value4","96.9701","97.2208","90.3903"
"2023:08","Label1_value3","Label2_value2","Label3_value1","96.9245","97.1909","90.3818"
"2023:08","Label1_value1","Label2_value2","Label3_value4","96.8718","97.2080","90.4829"
"2023:08","Label1_value3","Label2_value1","Label3_value3","96.7279","97.2066","90.4815"
"2023:06","Label1_value2","Label2_value1","Label3_value3","96.7393","97.2678","90.3205"
"2023:08","Label1_value2","Label2_value1","Label3_value1","96.9416","97.1880","90.3775"
"2023:08","Label1_value2","Label2_value2","Label3_value2","96.6026","97.2179","90.3903"
"2023:06","Label1_value3","Label2_value1","Label3_value3","97.0100","97.2436","90.9373"
"2024:02","Label1_value1","Label2_value1","Label3_value3","96.8846","97.2536","90.4088"
"2023:08","Label1_value3","Label2_value2","Label3_value2","96.7906","97.2393","90.4302"
"2023:08","Label1_value1","Label2_value2","Label3_value3","96.8932","97.2094","90.3832"
"2023:02","Label1_value3","Label2_value1","Label3_value3","96.8419","97.2265","90.4943"
"2024:02","Label1_value2","Label2_value2","Label3_value3","96.9060","97.2450","90.9202"
"2023:02","Label1_value2","Label2_value1","Label3_value4","96.9430","97.2407","90.3433"
"2023:08","Label1_value1","Label2_value1","Label3_value2","96.9245","97.2222","90.4829"
"2023:02","Label1_value3","Label2_value2","Label3_value2","97.0043","97.2365","90.3248"
"2024:02","Label1_value3","Label2_value1","Label3_value3","96.9843","97.2564","90.3333"
"2024:02","Label1_value3","Label2_value2","Label3_value4","97.0242","97.2521","90.3362"
"2024:02","Label1_value1","Label2_value2","Label3_value2","96.7735","97.2407","90.3177"
"2023:08","Label1_value1","Label2_value2","Label3_value4","96.9330","97.2507","90.3490"
"2023:06","Label1_value2","Label2_value2","Label3_value2","96.6553","97.1083","90.3205"
"2023:02","Label1_value2","Label2_value1","Label3_value1","96.9174","97.1524","90.3932"
"2023:06","Label1_value2","Label2_value1","Label3_value3","96.9103","97.1738","90.3846"
"2024:02","Label1_value1","Label2_value2","Label3_value2","96.8305","97.2578","90.9359"
"2023:06","Label1_value1","Label2_value1","Label3_value1","96.8519","97.1353","90.3903"
"2023:02","Label1_value2","Label2_value1","Label3_value3","96.9715","97.1311","90.3476"
"2023:06","Label1_value1","Label2_value1","Label3_value4","96.9886","97.2607","90.4416"
"2023:06","Label1_value2","Label2_value2","Label3_value3","96.9259","97.2578","90.6895"
"2023:02","Label1_value1","Label2_value1","Label3_value2","96.9630","97.2194","90.3604"
"2023:02","Label1_value2","Label2_value1","Label3_value1","96.8063","97.2151","91.3091"
"2023:08","Label1_value2","Label2_value2","Label3_value1","96.9202","97.1937","90.3291"
"2023:06","Label1_value3","Label2_value2","Label3_value1","96.9573","97.2336","90.3803"
"2023:02","Label1_value3","Label2_value1","Label3_value4","96.9886","97.1980","90.3205"
"2023:08","Label1_value3","Label2_value2","Label3_value4","96.9915","97.2236","90.4801"
"2023:06","Label1_value1","Label2_value1","Label3_value4","96.9672","97.2279","90.3234"
"2023:08","Label1_value1","Label2_value1","Label3_value2","96.9487","97.2536","90.4858"
"2023:08","Label1_value1","Label2_value1","Label3_value3","96.9615","97.1980","90.4288"
"2023:06","Label1_value3","Label2_value1","Label3_value1","96.9302","97.2080","90.4259"
"2023:08","Label1_value2","Label2_value1","Label3_value2","96.8718","97.2721","90.9387"
"2023:02","Label1_value3","Label2_value2","Label3_value1","96.9672","97.2208","90.3419"
"2023:06","Label1_value1","Label2_value1","Label3_value4","97.0285","97.2137","90.3903"
"2023:02","Label1_value3","Label2_value1","Label3_value3","96.8433","97.2051","90.4259"
"2024:02","Label1_value2","Label2_value2","Label3_value4","96.9644","97.2308","90.3177"
"2024:02","Label1_value1","Label2_value2","Label3_value2","96.9972","97.1895","90.3262"
"2024:02","Label1_value2","Label2_value1","Label3_value1","96.8063","97.1852","90.3162"
"2023:02","Label1_value3","Label2_value2","Label3_value1","97.0142","97.2621","90.3276"
"2023:06","Label1_value2","Label2_value2","Label3_value1","96.8476","97.2507","90.3903"
"2024:02","Label1_value1","Label2_value2","Label3_value2","96.9815","97.2564","90.3205"
"2023:06","Label1_value1","Label2_value2","Label3_value2","97.0456","97.2578","90.3462"
"2023:08","Label1_value1","Label2_value2","Label3_value2","96.9687","97.2407","90.4274"
"2023:06","Label1_value2","Label2_value1","Label3_value2","96.9772","97.2222","90.3875"
"2023:06","Label1_value3","Label2_value1","Label3_value4","96.9929","97.2764","90.3262"
"2023:08","Label1_value2","Label2_value2","Label3_value1","96.8903","97.1895","90.3818"
"2024:02","Label1_value2","Label2_value1","Label3_value4","96.8604","97.2208","90.3875"
"2024:02","Label1_value3","Label2_value1","Label3_value2","96.8818","97.2123","91.0085"
"2024:02","Label1_value2","Label2_value2","Label3_value3","97.0085","97.2251","90.3746"
"2023:02","Label1_value1","Label2_value1","Label3_value1","96.9402","97.2265","90.4744"
"2024:02","Label1_value1","Label2_value2","Label3_value3","96.9644","97.1838","90.3262"
"2023:06","Label1_value1","Label2_value1","Label3_value3","96.8561","97.2279","90.3476"
"2024:02","Label1_value2","Label2_value1","Label3_value2","96.8946","97.2607","90.4031"
"2023:06","Label1_value3","Label2_value2","Label3_value3","96.8462","97.2123","90.3205"
"2023:02","Label1_value2","Label2_value2","Label3_value2","96.9729","97.2450","90.4274"
"2024:02","Label1_value1","Label2_value2","Label3_value1","97.0000","97.2165","90.3718"
"2024:02","Label1_value1","Label2_value2","Label3_value2","97.0484","97.2650","90.4160"
"2024:02","Label1_value1","Label2_value2","Label3_value4","96.9615","97.2365","90.3860"
"2023:06","Label1_value1","Label2_value1","Label3_value3","96.9630","97.2635","90.3533"
"2023:06","Label1_value1","Label2_value2","Label3_value1","97.0456","97.2792","90.3590"
"2023:02","Label1_value2","Label2_value2","Label3_value2","96.9672","97.2293","90.3903"
"2023:02","Label1_value3","Label2_value2","Label3_value4","97.0584","97.1097","91.3048"
"2023:02","Label1_value3","Label2_value2","Label3_value2","96.9687","97.2521","90.3590"
"2023:08","Label1_value1","Label2_value2","Label3_value4","96.9473","97.1496","90.3775"
"2023:02","Label1_value2","Label2_value2","Label3_value4","96.8875","97.2664","90.4302"
"2023:02","Label1_value2","Label2_value2","Label3_value2","96.9031","97.2507","91.2977"
"2023:06","Label1_value2","Label2_value1","Label3_value1","97.0370","97.2407","90.3590"
"2023:06","Label1_value3","Label2_value1","Label3_value3","96.9915","97.2493","90.4217"
"2024:02","Label1_value1","Label2_value1","Label3_value4","96.9729","97.0997","90.3661"
"2023:08","Label1_value1","Label2_value2","Label3_value3","96.9274","97.2393","90.3276"
"2023:06","Label1_value1","Label2_value1","Label3_value4","96.9915","97.2194","90.3390"
"2023:02","Label1_value2","Label2_value1","Label3_value4","97.0527","97.2379","90.4245"
"2023:08","Label1_value1","Label2_value2","Label3_value3","96.5897","97.1980","90.4288"
"2023:08","Label1_value3","Label2_value1","Label3_value1","96.8248","97.1781","90.3120"
"2023:06","Label1_value2","Label2_value2","Label3_value4","96.8575","97.2222","90.4103"
"2023:06","Label1_value2","Label2_value1","Label3_value1","97.0484","97.2635","90.4202"
"2023:08","Label1_value3","Label2_value1","Label3_value2","96.8291","97.2179","90.3490"
"2023:08","Label1_value3","Label2_value1","Label3_value1","96.9915","97.2436","90.4217"
"2023:06","Label1_value2","Label2_value2","Label3_value4","96.9416","97.1510","90.4972"
"2024:02","Label1_value2","Label2_value1","Label3_value4","97.0085","97.1795","90.4217"
"2024:02","Label1_value3","Label2_value2","Label3_value2","96.9744","97.2806","90.3675"
"2023:08","Label1_value3","Label2_value2","Label3_value4","96.8105","97.2379","90.3746"
"2023:08","Label1_value3","Label2_value2","Label3_value3","96.9088","97.2450","90.4744"
"2023:08","Label1_value2","Label2_value1","Label3_value3","96.9031","97.1368","90.3390"
"2023:06","Label1_value2","Label2_value2","Label3_value2","97.0385","97.2464","90.4046"
"2024:02","Label1_value2","Label2_value1","Label3_value1","96.8718","97.3006","90.3105"
"2023:06","Label1_value3","Label2_value1","Label3_value1","96.9501","97.2721","90.3718"
"2024:02","Label1_value3","Label2_value2","Label3_value3","97.0171","97.2835","90.3120"
"2023:08","Label1_value2","Label2_value1","Label3_value2","97.0655","97.2920","90.3091"
"2023:02","Label1_value3","Label2_value2","Label3_value3","96.7963","97.2550","90.3134"
"2023:06","Label1_value1","Label2_value1","Label3_value2","96.7521","97.2749","90.3860"
"2023:06","Label1_value1","Label2_value2","Label3_value1","97.0328","97.2721","90.4345"
"2024:02","Label1_value1","Label2_value2","Label3_value4","96.8519","97.2678","90.3533"
"2023:08","Label1_value2","Label2_value1","Label3_value4","96.7977","97.2749","90.3490"
"2023:06","Label1_value3","Label2_value1","Label3_value3","96.9003","97.2564","90.3789"
"2023:06","Label1_value2","Label2_value2","Label3_value1","97.0413","97.2707","90.3832"
"2023:02","Label1_value1","Label2_value2","Label3_value3","96.8889","97.2393","90.4145"
"2024:02","Label1_value1","Label2_value2","Label3_value4","97.0712","97.2749","90.4245"
"2023:08","Label1_value3","Label2_value2","Label3_value2","96.8704","97.1410","90.3490"
"2023:08","Label1_value3","Label2_value2","Label3_value1","96.9801","97.2322","90.4060"
"2024:02","Label1_value2","Label2_value1","Label3_value1","96.9843","97.2464","90.3291"
"2023:06","Label1_value3","Label2_value2","Label3_value2","96.9316","97.2450","90.3504"
"2023:02","Label1_value3","Label2_value2","Label3_value2","96.9658","97.2350","90.3732"
"2023:02","Label1_value2","Label2_value1","Label3_value4","97.0171","97.2379","90.3462"
"2023:08","Label1_value3","Label2_value2","Label3_value4","96.9658","97.2521","90.3433"
"2023:08","Label1_value3","Label2_value1","Label3_value4","96.9274","97.2179","90.4202"
"2023:08","Label1_value2","Label2_value2","Label3_value3","96.8447","97.2792","90.3903"
"2023:06","Label1_value2","Label2_value1","Label3_value1","97.0171","97.2564","90.3405"
"2024:02","Label1_value2","Label2_value1","Label3_value2","97.0698","97.2265","90.3761"
"2023:06","Label1_value2","Label2_value1","Label3_value1","96.8248","97.2393","90.3575"
"2023:02","Label1_value2","Label2_value1","Label3_value4","96.7279","97.2877","90.3276"
"2024:02","Label1_value3","Label2_value1","Label3_value1","96.9402","97.3205","90.9387"
"2023:06","Label1_value3","Label2_value1","Label3_value1","97.0769","97.2707","90.4217"
"2023:08","Label1_value2","Label2_value1","Label3_value4","96.9274","97.2550","90.4288"
"2024:02","Label1_value2","Label2_value1","Label3_value2","97.0499","97.1652","90.4829"
"2023:06","Label1_value1","Label2_value2","Label3_value3","96.7963","97.2692","90.3419"
"2023:06","Label1_value1","Label2_value2","Label3_value3","97.0613","97.2236","90.4459"
"2023:08","Label1_value2","Label2_value2","Label3_value3","96.9601","97.3006","90.4217"
"2023:06","Label1_value2","Label2_value1","Label3_value1","97.0157","97.2934","90.3960"
"2023:08","Label1_value1","Label2_value2","Label3_value3","97.0142","97.2735","90.3761"
"2024:02","Label1_value3","Label2_value2","Label3_value4","96.9558","97.2536","90.4217"
"2023:06","Label1_value2","Label2_value1","Label3_value3","96.8177","97.1909","90.3575"
"2023:06","Label1_value2","Label2_value2","Label3_value2","97.0299","97.2778","90.4245"
"2023:02","Label1_value1","Label2_value1","Label3_value4","96.9644","97.2493","90.4217"
"2023:08","Label1_value1","Label2_value1","Label3_value1","96.9630","97.2692","90.3675"
"2024:02","Label1_value1","Label2_value2","Label3_value2","97.0185","97.1382","90.3077"
"2023:08","Label1_value1","Label2_value1","Label3_value2","97.0199","97.2949","90.3718"
"2024:02","Label1_value2","Label2_value1","Label3_value1","97.0313","97.3091","90.3732"
"2023:06","Label1_value1","Label2_value2","Label3_value4","96.7835","97.2550","90.3533"
"2023:08","Label1_value2","Label2_value1","Label3_value3","97.0157","97.2564","90.3903"
"2023:08","Label1_value3","Label2_value2","Label3_value1","97.0157","97.2977","90.3519"
"2023:02","Label1_value3","Label2_value1","Label3_value2","96.8504","97.0983","90.9544"
"2023:02","Label1_value3","Label2_value2","Label3_value2","97.0356","97.2621","90.4288"
"2024:02","Label1_value3","Label2_value2","Label3_value1","97.0114","97.2678","90.3818"
"2023:08","Label1_value3","Label2_value2","Label3_value4","97.0057","97.2521","90.3803"
"2024:02","Label1_value3","Label2_value1","Label3_value3","96.8718","97.3120","90.3903"
"2024:02","Label1_value3","Label2_value2","Label3_value2","97.0499","97.2578","90.3390"
"2023:02","Label1_value2","Label2_value2","Label3_value4","97.0328","97.2422","90.3504"
"2023:02","Label1_value2","Label2_value2","Label3_value1","97.0142","97.2521","90.3305"
"2024:02","Label1_value3","Label2_value2","Label3_value3","96.7792","97.2407","90.4259"
"2023:02","Label1_value1","Label2_value1","Label3_value4","96.9430","97.2578","90.6311"
"2024:02","Label1_value1","Label2_value2","Label3_value1","97.0427","97.3291","90.3134"
"2023:08","Label1_value3","Label2_value2","Label3_value1","96.9444","97.2422","90.3105"
"2023:02","Label1_value3","Label2_value2","Label3_value4","97.0057","97.2464","90.4630"
"2024:02","Label1_value3","Label2_value2","Label3_value1","96.8960","97.2949","90.3846"
"2024:02","Label1_value2","Label2_value2","Label3_value2","96.8348","97.1809","90.3917"
"2023:08","Label1_value1","Label2_value1","Label3_value1","96.8390","97.2906","90.4373"
"2023:06","Label1_value3","Label2_value2","Label3_value3","96.9316","97.2279","90.4031"
"2023:06","Label1_value3","Label2_value1","Label3_value4","97.0570","97.2578","90.3191"
"2023:02","Label1_value2","Label2_value1","Label3_value1","96.8889","97.2578","90.3248"
"2024:02","Label1_value2","Label2_value1","Label3_value4","96.8718","97.2379","90.3105"
"2024:02","Label1_value3","Label2_value2","Label3_value3","96.2393","97.1966","90.3305"
"2023:08","Label1_value1","Label2_value2","Label3_value3","97.0840","97.2379","91.2735"
"2024:02","Label1_value2","Label2_value2","Label3_value3","97.0541","97.2550","90.4430"
"2023:06","Label1_value1","Label2_value1","Label3_value3","97.0627","97.2251","90.3889"
"2023:08","Label1_value3","Label2_value1","Label3_value2","97.0556","97.2963","90.3447"
"2023:06","Label1_value3","Label2_value2","Label3_value2","96.7279","97.2564","90.3846"
"2023:06","Label1_value1","Label2_value1","Label3_value2","96.8718","97.2536","90.3134"
"2023:02","Label1_value2","Label2_value2","Label3_value1","97.0228","97.2479","90.3732"
"2023:02","Label1_value3","Label2_value2","Label3_value1","96.9986","97.2293","90.3533"
"2023:08","Label1_value3","Label2_value2","Label3_value3","97.0670","97.3077","90.4217"
"2023:08","Label1_value2","Label2_value2","Label3_value1","97.0969","97.2593","90.3120"
"2023:06","Label1_value3","Label2_value1","Label3_value3","97.0256","97.2493","90.3547"
"2024:02","Label1_value2","Label2_value2","Label3_value2","96.9886","97.2906","90.4330"
"2023:08","Label1_value1","Label2_value1","Label3_value3","97.0071","97.3134","90.4245"
"2023:06","Label1_value1","Label2_value1","Label3_value3","97.0456","97.2336","90.3818"
"2023:08","Label1_value3","Label2_value2","Label3_value2","96.9487","97.2849","90.3846"
"2023:02","Label1_value1","Label2_value1","Label3_value2","96.8718","97.2550","90.4373"
"2023:08","Label1_value3","Label2_value1","Label3_value3","97.0356","97.2963","90.3262"
"2023:02","Label1_value1","Label2_value1","Label3_value4","97.0584","97.2735","90.3504"
"2023:06","Label1_value2","Label2_value1","Label3_value3","97.0812","97.2536","90.4430"
"2024:02","Label1_value1","Label2_value2","Label3_value2","96.9387","97.2678","90.4217"
"2023:06","Label1_value2","Label2_value2","Label3_value2","97.0855","97.1823","90.3333"
"2024:02","Label1_value2","Label2_value1","Label3_value2","97.0541","97.2564","90.4231"
"2024:02","Label1_value1","Label2_value2","Label3_value4","96.9117","97.2336","90.4259"
"2023:02","Label1_value1","Label2_value2","Label3_value4","96.8476","97.2920","90.4145"
"2023:08","Label1_value2","Label2_value1","Label3_value2","97.0171","97.2892","90.3291"
"2023:08","Label1_value1","Label2_value1","Label3_value2","97.0442","97.2593","90.3148"
"2023:06","Label1_value2","Label2_value2","Label3_value4","97.0527","97.2963","90.3490"
"2023:08","Label1_value2","Label2_value2","Label3_value4","97.0228","97.1652","90.3462"
"2023:02","Label1_value2","Label2_value2","Label3_value1","96.7806","97.2692","90.3547"
"2023:02","Label1_value1","Label2_value1","Label3_value3","97.0128","97.2279","90.3932"
"2023:06","Label1_value1","Label2_value1","Label3_value4","97.0214","97.3177","90.3561"
"2023:06","Label1_value1","Label2_value1","Label3_value3","96.8946","97.2892","90.9715"
"2023:06","Label1_value3","Label2_value2","Label3_value2","97.0014","97.2778","90.3447"
"2023:08","Label1_value2","Label2_value2","Label3_value1","97.0370","97.2593","90.4872"
"2023:02","Label1_value3","Label2_value2","Label3_value4","96.9843","97.2934","90.4815"
"2023:08","Label1_value2","Label2_value1","Label3_value2","97.0085","97.2678","90.3960"
"2023:06","Label1_value1","Label2_value2","Label3_value2","96.8348","97.2023","90.4288"
"2023:02","Label1_value2","Label2_value1","Label3_value4","97.0342","97.2621","90.3476"
"2023:06","Label1_value1","Label2_value1","Label3_value2","96.9046","97.2536","90.4217"
